"Molecular..Weight","XLogP3","Hydrogen.Bond..Donor.Count","Hydrogen.Bond..Acceptor.Count","Rotatable.Bond..Count","Topological.Polar..Surface.Area","Heavy.Atom.Count","Complexity","logS","Amount.mg.","Type","Amount.mg..1","Type.1","Amount.mg..2","Binder","Amount.mg..3","Disintegrant","Amount.mg..4","Disintegrant.1","Amount.mg..5","Lubricant","Amount.mg..6","Lubricant.1","Amount.mg..7","Solubilzer","Amount.mg..8","y"
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.154973649538867,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.015,0,0,0,0,0.17
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.509160305343511,0,0,0.333333333333333,0.145833333333333,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.22
0.352880680947901,0.4,0.25,0.5,0.0833333333333333,0.193791574279379,0.354838709677419,0.532279314888011,0.635155096011817,0.0348228043143297,0.25,0.135046113306983,0.5,0.455725190839695,0,0,0.333333333333333,0.2625,0,0,0.666666666666667,0.0175,0.5,0.175,0.2,0.391193595342067,0.25
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.086793893129771,0,0,0.666666666666667,0.1875,0,0,0.333333333333333,0.015,0,0,0,0,0.26
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.144045801526718,0,0,0.666666666666667,0.0625,0,0,0.333333333333333,0.015,0,0,0,0,0.15
1,1,0.25,0.5,1,0.381818181818182,1,1,0,0.0144838212634823,0.5,0.374835309617918,0,0,0,0,0.666666666666667,0.15,0,0,0.666666666666667,0.04,0,0,0.8,0.145560407569141,0.1
0.325332049626923,0.352941176470588,0.5,0.166666666666667,0.333333333333333,0.0895787139689579,0.290322580645161,0.188405797101449,0.782865583456425,0.152542372881356,0.25,0.586297760210804,0,0,0,0,0.666666666666667,0.3,0,0,0.666666666666667,0.04,0.5,0.4,0,0,0.61
0.567427408590622,0.388235294117647,0,0.666666666666667,0.333333333333333,0.219068736141907,0.612903225806452,0.779973649538867,0.649926144756278,0,0.25,0.00477602108036891,0.5,0.0110687022900763,0.333333333333333,0.00256410256410256,0,0,0,0,0.333333333333333,1,0,0,0,0,0.03
0.707686921511564,0.247058823529412,0.25,0.833333333333333,0.583333333333333,0.467849223946785,0.709677419354839,0.920948616600791,0.709010339734121,0.0902927580893683,0.25,0.728590250329381,0,0,0,0,0.666666666666667,0.216666666666667,0,0,0.666666666666667,0.06,0,0,0,0,0.25
0.674821119887967,0.564705882352941,0,0.666666666666667,0.333333333333333,0.257649667405765,0.709677419354839,0.69433465085639,0.369276218611521,0.306625577812018,0.25,0.292325428194993,0.5,0.286259541984733,0,0,0.666666666666667,0.25,0,0,0.333333333333333,0.05,1,0.25,0,0,0.19
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.149044795783926,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.02,0,0,0,0,0.04
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.149868247694335,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.015,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.149868247694335,0,0,0,0,0.666666666666667,0.0625,0,0,0.666666666666667,0.015,0,0,0,0,0.06
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.153162055335968,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.02,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.146574440052701,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.01,0,0,0,0,0.06
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.186100131752306,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.02,0,0,0,0,0.08
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.145750988142292,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.015,0,0,0,0,0.12
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.153162055335968,0,0,0,0,0.666666666666667,0.0416666666666667,0,0,0.666666666666667,0.015,0,0,0,0,0.04
0.229601102820507,0.235294117647059,0.5,0.5,0.0833333333333333,0.346784922394679,0.161290322580645,0.13570487483531,0.753323485967504,0.0755007704160247,0.25,0.145750988142292,0,0,0,0,0.666666666666667,0.0833333333333333,0,0,0.666666666666667,0.015,0,0,0,0,0.04
0.311152928819938,0.341176470588235,0,0,0.166666666666667,0.121064301552106,0.354838709677419,0.396574440052701,0.69423929098966,0.0231124807395994,0.25,0.0741106719367589,0.5,0.115419847328244,0,0,0.666666666666667,0.125,0,0,0.333333333333333,0.015,0,0,0,0,0.1
