"Molecular.Weight..g.mol..","XLogP3","Hydrogen.Bond.Donor.Count","Hydrogen.Bond.Acceptor.Count","Rotatable.Bond.Count","Topological.Polar.Surface.Area.A.2.","Heavy.Atom.Count","Complexity","logS","Ratio..g.ml.","Name","Ratio..g.ml..1","Name.1","Ratio..g.ml..2","Name.2","Ratio..g.ml..3","Name.3","Ratio..g.ml..4","y"
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0535878564857406,0.25,0.014,0.125,0.25,0.333333333333333,0.55,0.01
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0535878564857406,0.25,0.02,0.125,0.25,0.333333333333333,0.55,0.03
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0363385464581417,0.25,0.02,0.125,0.25,0.333333333333333,0.925,0.05
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0708371665133395,0.25,0.02,0.125,0.25,0.333333333333333,0.1875,0.05
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0696872125114995,0.25,0.0265,0.125,0.25,0.333333333333333,0.1875,0.07
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0363385464581417,0.25,0.014,0.125,0.25,0.333333333333333,0.925,0.05
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0530128794848206,0.25,0.0265,0.125,0.25,0.333333333333333,0.55,0.06
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0604875804967801,0.25,0.0235,0.125,0.25,0.333333333333333,0.1625,0.11
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0357635694572217,0.25,0.026,0.125,0.25,0.333333333333333,0.9125,0.03
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0570377184912604,0.25,0.015,0.125,0.25,0.333333333333333,0.5875,0.02
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0696872125114995,0.5,0.0265,0.125,0.25,0.333333333333333,0.1875,0.1
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0530128794848206,0.5,0.0265,0.125,0.25,0.333333333333333,0.55,0.06
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0535878564857406,0.5,0.014,0.125,0.25,0.333333333333333,0.5625,0.09
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0369135234590616,0.5,0.02,0.125,0.25,0.333333333333333,0.9375,0.06
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0535878564857406,0.5,0.02,0.125,0.25,0.333333333333333,0.5625,0.08
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0702621895124195,0.5,0.014,0.125,0.25,0.333333333333333,0.1875,0.11
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0340386384544618,0.5,0.025,0.125,0.25,0.333333333333333,0.875,0.06
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0702621895124195,0.5,0.02,0.125,0.25,0.333333333333333,0.1875,0.09
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0397884084636615,0.5,0.015,0.125,0.25,0.333333333333333,1,0.09
0,0.0377358490566038,0,0.166666666666667,0,0.338745387453875,0.0454545454545455,0.307547169811321,0.981327800829876,0.99695400548279,0.0769230769230769,0.280128794848206,0.75,0.1245,0.25,0.17,0,0,0.0789
0,0.0377358490566038,0,0.166666666666667,0,0.338745387453875,0.0454545454545455,0.307547169811321,0.981327800829876,0.500456899177582,0.153846153846154,0.711361545538179,0.75,0.125,0.25,0.165,0,0,0.1485
0,0.0377358490566038,0,0.166666666666667,0,0.338745387453875,0.0454545454545455,0.307547169811321,0.981327800829876,0.497410904660372,0.153846153846154,0.304852805887765,0.75,0.124,0.25,0.165,0,0,0.066
0,0.0377358490566038,0,0.166666666666667,0,0.338745387453875,0.0454545454545455,0.307547169811321,0.981327800829876,1,0.153846153846154,0.304852805887765,0.75,0.1255,0.25,0.165,0,0,0.1642
0.495192759387429,0.69811320754717,0.25,0,0.111111111111111,0,0.363636363636364,0.452830188679245,0.24896265560166,0.0252817544928419,0,0.0737120515179393,1,0.0195,0,0,0.666666666666667,0.075,0.44
0.495192759387429,0.69811320754717,0.25,0,0.111111111111111,0,0.363636363636364,0.452830188679245,0.24896265560166,0.0252817544928419,0,0.0725620975160994,1,0.0195,0,0,0.666666666666667,0.1,0.39
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,0.5,0,0,0,0,0.36
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,0.5,0,0,0,0,0.49
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,0.75,0,0,0,0,0.3
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,0.75,0,0,0,0,0.28
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,0.75,0,0,0,0,0.43
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,1,0,0,0,0,0.23
0.492342864301149,0.622641509433962,0.5,0.833333333333333,0.222222222222222,0.911439114391144,0.454545454545455,0.939622641509434,0.477178423236515,0,0.307692307692308,0,0,0,0.375,0.0675,0,0,0.53
0.492342864301149,0.622641509433962,0.5,0.833333333333333,0.222222222222222,0.911439114391144,0.454545454545455,0.939622641509434,0.477178423236515,0,0.307692307692308,0,0,0,0.375,0.0675,0,0,0.537
0.492342864301149,0.622641509433962,0.5,0.833333333333333,0.222222222222222,0.911439114391144,0.454545454545455,0.939622641509434,0.477178423236515,0,0.307692307692308,0,0,0,0.5,0.082,0,0,0.137
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.108785648574057,0.5,0.0675,0.625,0.25,0,0,0.6
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.108785648574057,0.5,0.0675,0.625,0.5,0,0,0.48
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.108785648574057,0.5,0.0675,0.625,0.75,0,0,0.54
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.22378104875805,0.5,0.0675,0.625,0.25,0,0,0.46
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.22378104875805,0.5,0.0675,0.625,0.5,0,0,0.33
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.22378104875805,0.5,0.0675,0.625,0.75,0,0,0.37
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.338776448942042,0.5,0.0675,0.625,0.25,0,0,0.52
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.338776448942042,0.5,0.0675,0.625,0.75,0,0,0.4
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0.384615384615385,0.166283348666053,0.5,0.0675,0.625,0.25,0,0,0.47
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0.384615384615385,0.166283348666053,0.5,0.0675,0.625,0.5,0,0,0.44
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0.384615384615385,0.338776448942042,0.5,0.0675,0.625,0.25,0,0,0.46
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0.384615384615385,0.338776448942042,0.5,0.0675,0.625,0.75,0,0,0.35
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0.384615384615385,0.511269549218031,0.5,0.0675,0.625,0.25,0,0,0.46
0.0296890169427828,0,1,0.166666666666667,0.333333333333333,0.29520295202952,0,0,1,0.894303990252818,0,0.313189972401104,0.5,0.0307,0,0,0,0,0.0552
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0702621895124195,0.25,0.02,0.125,0.25,0.333333333333333,0.1875,0.06
0.981021577777082,0,0.75,0.833333333333333,0.555555555555556,0.291512915129151,0.863636363636364,0.871698113207547,0.103734439834025,0.000913798355162961,0.461538461538462,0.0512879484820607,0.25,0.5,0,0,0,0,0.15
0.981021577777082,0,0.75,0.833333333333333,0.555555555555556,0.291512915129151,0.863636363636364,0.871698113207547,0.103734439834025,0.000913798355162961,0.0769230769230769,0.108785648574057,0.25,0.4,0,0,0,0,0.66
0.229150355453948,0.415094339622641,0.5,0.333333333333333,1,0.281918819188192,0.272727272727273,0.160377358490566,0.601659751037344,0.204995431008224,0.538461538461538,0.315777368905244,1,0.21,0,0,0,0,0.89
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.712511499540018,0.25,0.175,0,0,0,0,0.077
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,1,0.25,0.175,0,0,0,0,0.111
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.856255749770009,0.25,0.175,0.75,1,0,0,0.114
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,1,0.25,0.175,0.75,1,0,0,0.146
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.712511499540018,0.25,0.175,1,1,0,0,0.088
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.856255749770009,0.25,0.175,1,1,0,0,0.095
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.712511499540018,0.25,0.175,0.875,0.05,0,0,0.106
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,1,0.25,0.175,0.875,0.05,0,0,0.143
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.68376264949402,0,0,0,0,0,0,0.345
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.68376264949402,0.25,0.005,0,0,0,0,0.335
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.68376264949402,0.25,0.015,0,0,0,0,0.162
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.856255749770009,0.25,0.175,0.875,0.05,0,0,0.129
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.913753449862005,0.25,0.015,0,0,0,0,0.595
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.568767249310028,0.25,0.005,0.75,1,0,0,0.307
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.68376264949402,0.25,0.005,0.75,1,0,0,0.39
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0357635694572217,0.5,0.0265,0.125,0.25,0.333333333333333,0.9125,0.05
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,1,0.798758049678013,0.25,0.005,0,0,0,0,0.27
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,1,0.68376264949402,0.25,0.005,0.75,1,0,0,0.268
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.0875114995400184,0.25,0.0405,0,0,0,0,0.388
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.0863615455381785,0.25,0.04,0,0,0.333333333333333,0.675,0.4893
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.0662373505059798,0.25,0.0315,0,0,0.333333333333333,0.2375,0.4078
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.155358785648574,0.25,0.047,0,0,0.333333333333333,0.7,0.5387
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.271504139834407,0.25,0.0605,0,0,0.333333333333333,0.45,0.6407
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.163408463661454,0.25,0.037,0,0,0,0,0.6443
0.829100247408475,0.283018867924528,0.25,0.666666666666667,0.888888888888889,0.630258302583026,0.772727272727273,1,0.08298755186722,0.0295461468169357,0.923076923076923,0.166283348666053,0.5,0.375,0,0,0,0,0.4433
0.829100247408475,0.283018867924528,0.25,0.666666666666667,0.888888888888889,0.630258302583026,0.772727272727273,1,0.08298755186722,0.0295461468169357,0.846153846153846,0.281278748850046,0.5,0.375,0,0,0,0,0.9
0.829100247408475,0.283018867924528,0.25,0.666666666666667,0.888888888888889,0.630258302583026,0.772727272727273,1,0.08298755186722,0.0295461468169357,0.923076923076923,0.166283348666053,0.5,0.375,0,0,0,0,0.6267
0.829100247408475,0.283018867924528,0.25,0.666666666666667,0.888888888888889,0.630258302583026,0.772727272727273,1,0.08298755186722,0.0295461468169357,0.923076923076923,0.0800367985280589,0.5,0.375,0,0,0,0,0.6
0.829100247408475,0.283018867924528,0.25,0.666666666666667,0.888888888888889,0.630258302583026,0.772727272727273,1,0.08298755186722,0.0295461468169357,0.923076923076923,0.166283348666053,0.5,0.375,0,0,0,0,0.45
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0530128794848206,0.25,0.0265,0.125,0.25,0.333333333333333,0.55,0.06
0.0296890169427828,0,1,0.166666666666667,0.333333333333333,0.29520295202952,0,0,1,0.521778860798051,0,0.368732750689972,0.5,0.03605,0,0,0,0,0.15
0.713100122138361,0.584905660377358,0.5,0.666666666666667,0.777777777777778,0.474538745387454,0.727272727272727,0.737735849056604,0.622406639004149,0.022235759975632,0,0.0696872125114995,0.5,0.014,0.125,0.25,0.333333333333333,0.1875,0.1
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,1,0.68376264949402,0.25,0.015,0,0,0,0,0.248
0,0.0377358490566038,0,0.166666666666667,0,0.338745387453875,0.0454545454545455,0.307547169811321,0.981327800829876,0.99695400548279,0.153846153846154,0.708486660533579,0.75,0.1245,0.25,0.165,0,0,0.1048
0.495192759387429,0.69811320754717,0.25,0,0.111111111111111,0,0.363636363636364,0.452830188679245,0.24896265560166,0.0252817544928419,0,0.0742870285188592,1,0.0195,0,0,0.666666666666667,0.0625,0.59
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,0.5,0,0,0,0,0.32
0.291785412295262,0.471698113207547,0.5,0.166666666666667,0.555555555555556,0.331365313653137,0.363636363636364,0.462264150943396,0.518672199170124,0.235455376180323,0.230769230769231,0.338776448942042,1,1,0,0,0,0,0.26
0.492342864301149,0.622641509433962,0.5,0.833333333333333,0.222222222222222,0.911439114391144,0.454545454545455,0.939622641509434,0.477178423236515,0,0.307692307692308,0,0,0,0.5,0.082,0,0,0.14
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0,0.338776448942042,0.5,0.0675,0.625,0.5,0,0,0.36
0.686793398265009,0.226415094339623,1,1,1,1,0.681818181818182,0.694339622641509,0.477178423236515,0.0526957051477307,0.384615384615385,0.166283348666053,0.5,0.0675,0.625,0.75,0,0,0.42
0.981021577777082,0,0.75,0.833333333333333,0.555555555555556,0.291512915129151,0.863636363636364,0.871698113207547,0.103734439834025,0.000913798355162961,0.461538461538462,0.22378104875805,0.25,0.3,0,0,0,0,0.403
0.229150355453948,0.415094339622641,0.5,0.333333333333333,1,0.281918819188192,0.272727272727273,0.160377358490566,0.601659751037344,0.204995431008224,0.538461538461538,0.315777368905244,1,0.21,0,0,1,0.245,0.6433
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.451720986902224,0.153846153846154,0.712511499540018,0.25,0.175,0.75,1,0,0,0.107
1,1,0.5,0.166666666666667,0.777777777777778,0.2309963099631,1,0.930188679245283,0,0.268961315869631,0.615384615384615,0.798758049678013,0.25,0.015,0,0,0,0,0.237
0.829100247408475,0.283018867924528,0.25,0.666666666666667,0.888888888888889,0.630258302583026,0.772727272727273,1,0.08298755186722,0.0295461468169357,0.153846153846154,0.22378104875805,0.5,0.375,0,0,0,0,0.5767
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.186982520699172,0.25,0.042,0,0,0.333333333333333,0.625,0.585
0.360903197519652,0.660377358490566,0,0.166666666666667,0,0.266420664206642,0.409090909090909,0.652830188679245,0.228215767634855,0.0862016448370393,0.692307692307692,0.153633854645814,0.25,0.0465,0,0,0,0,0.496
